-1.258575986643349243e+00,8.909113945698798886e+00,1.915315625981206793e+01,2.940811133819351753e+01,3.966103771771561526e+01,4.990619960196818283e+01,6.015643726216855924e+01,7.041473152756360321e+01,8.066774955663063906e+01,9.091403720997247717e+01,1.011622893811403259e+02,1.114132831609221199e+02,1.216628572236578805e+02,1.319148752136177620e+02,1.421742501623970441e+02,1.524181646137829489e+02,1.626611171161484606e+02,1.727374738637674341e+02,1.813843599969429192e+02,1.876110443742086602e+02
5.531201678075650108e+00,1.576922295407579178e+01,2.601836536086665319e+01,3.626542196105986449e+01,4.650453426436006765e+01,5.674878889210583566e+01,6.700125655225345156e+01,7.724841406945709821e+01,8.748871562489402720e+01,9.773087031233377786e+01,1.079757830953254967e+02,1.182194667152224383e+02,1.284656779532485587e+02,1.387191180691366981e+02,1.489571046089527044e+02,1.591942386497601944e+02,1.692601600162368243e+02,1.778802062838501001e+02,1.840675207287806359e+02,1.869930555196281148e+02
4.877748914288694948e+00,1.511528271344097618e+01,2.536395414733648579e+01,3.561053525037523571e+01,4.584915781343570984e+01,5.609292797041319290e+01,6.634492354995735752e+01,7.659160630444290518e+01,8.683142315010253753e+01,9.707308429749234335e+01,1.073175048444239366e+02,1.175607113327580464e+02,1.278064520700143447e+02,1.380594115262248351e+02,1.482969179704182068e+02,1.585335805914419325e+02,1.685986647734702046e+02,1.772165750882594750e+02,1.834007628855995620e+02,1.863225163611365360e+02
3.912169120707323700e+00,1.414918833068071180e+01,2.439736254045545039e+01,3.464344165890494764e+01,4.488154725088510588e+01,5.512480598093949880e+01,6.537630317021279325e+01,7.562248471292774354e+01,8.586178988078692953e+01,9.610293005813871048e+01,1.063468310067602687e+02,1.165895337911810401e+02,1.268347778015915566e+02,1.370872298397651718e+02,1.473242294619209929e+02,1.575603943904777111e+02,1.676245960193895712e+02,1.762402573391344447e+02,1.824211540367429620e+02,1.853389280349623789e+02
3.121189577760073774e+00,1.335792046320452719e+01,2.360581605280331630e+01,3.385161389065083171e+01,4.408942982680589751e+01,5.433240199923952218e+01,6.458361991635237587e+01,7.482952061037812541e+01,8.506853908068434578e+01,9.530938736702130143e+01,1.055529971910762015e+02,1.157954177342227382e+02,1.260403834025868264e+02,1.362925511230109521e+02,1.465292667616109554e+02,1.567651528090899831e+02,1.668288604746434771e+02,1.754432642440814618e+02,1.816223211429897617e+02,1.845378708471491791e+02
2.342893910883464326e+00,1.257942324164407744e+01,2.282712404971345421e+01,3.307272524915783407e+01,4.331033870137186881e+01,5.355311055220858663e+01,6.380413323261663550e+01,7.404983758970470831e+01,8.428865564086262907e+01,9.452929988303868925e+01,1.047727061978186356e+02,1.150149294321292075e+02,1.252597005131823522e+02,1.355116694751285138e+02,1.457481865889784842e+02,1.559838776731845940e+02,1.660472402564907384e+02,1.746607660152760957e+02,1.808385385764028683e+02,1.837525356692262903e+02
1.729843051589141867e+00,1.196625525206705554e+01,2.221384286192629531e+01,3.245932978516408696e+01,4.269682556759669723e+01,5.293948100395650869e+01,6.319039022186157695e+01,7.343598047775964233e+01,8.367468205785152691e+01,9.391520772441573683e+01,1.041584957740840167e+02,1.144006043430021862e+02,1.246452623386333300e+02,1.348971157934770702e+02,1.451335175360925689e+02,1.553690953167126736e+02,1.654322574458292934e+02,1.740452733718005049e+02,1.802223002319051659e+02,1.831353959128271640e+02
8.268529331169823804e-01,1.106314068100956227e+01,2.131060801292295181e+01,3.155597351370877135e+01,4.179334427075207969e+01,5.203587601445146760e+01,6.228666467377654925e+01,7.253213369303949776e+01,8.277071152042550750e+01,9.301111119983872300e+01,1.032542735919935097e+02,1.134962603252860589e+02,1.237407981627469979e+02,1.339925288882195957e+02,1.442288080458583011e+02,1.544642654367631849e+02,1.645272146486105385e+02,1.731396891985457955e+02,1.793159242799941069e+02,1.822280628914708416e+02
2.360283808917611470e-01,1.047225803131986410e+01,2.071966921344908030e+01,3.096497803047767761e+01,4.120229042280607246e+01,5.144476442357080259e+01,6.169549680216859855e+01,7.194090922436852509e+01,8.217942928081788523e+01,9.241977014678769820e+01,1.026628738792855842e+02,1.129048037360618366e+02,1.231492854796304925e+02,1.334009589115702568e+02,1.436371808430943418e+02,1.538725820321067204e+02,1.639354318730388513e+02,1.725476538112827427e+02,1.787235194612491114e+02,1.816352115338247302e+02
-7.771250474240321005e-01,9.459035357787564990e+00,1.970637961515385328e+01,2.995162087124494477e+01,4.018886369994942243e+01,5.043126887787089174e+01,6.068193417569008119e+01,7.092727914024050051e+01,8.116573034049532964e+01,9.140600110821401358e+01,1.016490349256760197e+02,1.118908969918689564e+02,1.221353118772725708e+02,1.323869170217657540e+02,1.426230707462073042e+02,1.528584049484065872e+02,1.629211363710327021e+02,1.715330573224389639e+02,1.777084828119565998e+02,1.806196428663567417e+02
