4.960000000000000000e+02,6.240000000000000000e+02
4.960000000000000000e+02,6.243009643554687500e+02
4.960000000000000000e+02,6.244756469726562500e+02
4.960000000000000000e+02,6.246890258789062500e+02
4.959980163574218750e+02,6.249407958984375000e+02
4.959816589355468750e+02,6.252276611328125000e+02
4.959615478515625000e+02,6.255471191406250000e+02
4.959360656738281250e+02,6.259001464843750000e+02
4.959003906250000000e+02,6.262872314453125000e+02
4.958915405273437500e+02,6.263687133789062500e+02
4.958915405273437500e+02,6.263687133789062500e+02
4.958915405273437500e+02,6.263687133789062500e+02
4.958915405273437500e+02,6.263687133789062500e+02
4.958915405273437500e+02,6.263687133789062500e+02
4.949906616210937500e+02,6.300418701171875000e+02
4.948066711425781250e+02,6.305643920898437500e+02
4.945049743652343750e+02,6.313896484375000000e+02
4.942318420410156250e+02,6.321161499023437500e+02
4.939403076171875000e+02,6.328786010742187500e+02
4.936314392089843750e+02,6.336771240234375000e+02
4.933059997558593750e+02,6.345116577148437500e+02
4.929646301269531250e+02,6.353821411132812500e+02
4.926077270507812500e+02,6.362886352539062500e+02
4.922355957031250000e+02,6.372312622070312500e+02
4.918484191894531250e+02,6.382099609375000000e+02
4.914463195800781250e+02,6.392252807617187500e+02
4.910292053222656250e+02,6.402774047851562500e+02
4.905972290039062500e+02,6.413662719726562500e+02
4.901511230468750000e+02,6.424922485351562500e+02
4.897068786621093750e+02,6.436606445312500000e+02
4.892699584960937500e+02,6.448712158203125000e+02
4.889322204589843750e+02,6.458724365234375000e+02
4.884623413085937500e+02,6.474349365234375000e+02
4.881075744628906250e+02,6.487906494140625000e+02
4.877791137695312500e+02,6.501653442382812500e+02
4.874706115722656250e+02,6.515445556640625000e+02
4.871791381835937500e+02,6.529276733398437500e+02
4.869191894531250000e+02,6.543159790039062500e+02
4.866922302246093750e+02,6.557083740234375000e+02
4.865039672851562500e+02,6.571069946289062500e+02
4.863659057617187500e+02,6.585323486328125000e+02
4.862833557128906250e+02,6.596950073242187500e+02
4.862113952636718750e+02,6.614746704101562500e+02
4.862008361816406250e+02,6.629866333007812500e+02
4.862379760742187500e+02,6.645243530273437500e+02
4.863344116210937500e+02,6.660858154296875000e+02
4.864823913574218750e+02,6.676697998046875000e+02
4.866684570312500000e+02,6.692775878906250000e+02
4.868825683593750000e+02,6.709097290039062500e+02
4.870577392578125000e+02,6.722344970703125000e+02
4.873061218261718750e+02,6.742541503906250000e+02
4.874740295410156250e+02,6.759689941406250000e+02
4.875953674316406250e+02,6.777149047851562500e+02
4.876626892089843750e+02,6.794906005859375000e+02
4.876994628906250000e+02,6.812946777343750000e+02
4.877278137207031250e+02,6.827532958984375000e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.877805480957031250e+02,6.845541381835937500e+02
4.897737121582031250e+02,6.947814941406250000e+02
4.903999633789062500e+02,6.962362670898437500e+02
4.910961608886718750e+02,6.976284179687500000e+02
4.918514099121093750e+02,6.989574584960937500e+02
4.926719665527343750e+02,7.002135620117187500e+02
4.935510864257812500e+02,7.013959960937500000e+02
4.944808349609375000e+02,7.025072021484375000e+02
4.954606018066406250e+02,7.035397949218750000e+02
4.964740905761718750e+02,7.045013427734375000e+02
4.975234375000000000e+02,7.053831787109375000e+02
4.986094970703125000e+02,7.061758422851562500e+02
4.997272033691406250e+02,7.068767089843750000e+02
5.008667297363281250e+02,7.074947509765625000e+02
5.020279846191406250e+02,7.080170288085937500e+02
5.031968994140625000e+02,7.084591064453125000e+02
5.043711853027343750e+02,7.088186035156250000e+02
5.055631103515625000e+02,7.090905761718750000e+02
5.067694091796875000e+02,7.092678833007812500e+02
5.079825134277343750e+02,7.093460693359375000e+02
5.091940002441406250e+02,7.093226928710937500e+02
5.103949890136718750e+02,7.091974487304687500e+02
5.113582763671875000e+02,7.090213623046875000e+02
5.128164672851562500e+02,7.086220092773437500e+02
5.140305175781250000e+02,7.081597900390625000e+02
5.152307739257812500e+02,7.075764770507812500e+02
5.161734008789062500e+02,7.070214233398437500e+02
5.175383300781250000e+02,7.060401000976562500e+02
5.185970458984375000e+02,7.051122436523437500e+02
5.195802612304687500e+02,7.041076049804687500e+02
5.204883422851562500e+02,7.030360107421875000e+02
5.213369140625000000e+02,7.019174194335937500e+02
5.221571655273437500e+02,7.007783203125000000e+02
5.229707031250000000e+02,6.996263427734375000e+02
5.238161010742187500e+02,6.984653930664062500e+02
5.247210083007812500e+02,6.973165283203125000e+02
5.257114257812500000e+02,6.962075195312500000e+02
5.267589111328125000e+02,6.951160278320312500e+02
5.278766479492187500e+02,6.940583496093750000e+02
5.290517578125000000e+02,6.930238647460937500e+02
5.300255737304687500e+02,6.922056274414062500e+02
5.315345458984375000e+02,6.909843750000000000e+02
5.328198242187500000e+02,6.899542236328125000e+02
5.341192626953125000e+02,6.889010009765625000e+02
5.354267578125000000e+02,6.878148803710937500e+02
5.367302856445312500e+02,6.866822509765625000e+02
5.380372314453125000e+02,6.855124511718750000e+02
5.393660278320312500e+02,6.843282470703125000e+02
5.407261962890625000e+02,6.831408081054687500e+02
5.421266479492187500e+02,6.819600830078125000e+02
5.435744018554687500e+02,6.807944335937500000e+02
5.450634155273437500e+02,6.796359252929687500e+02
5.465872192382812500e+02,6.784773559570312500e+02
5.481419067382812500e+02,6.773140258789062500e+02
5.497279663085937500e+02,6.761473999023437500e+02
5.513554687500000000e+02,6.749937744140625000e+02
5.530235595703125000e+02,6.738538818359375000e+02
5.547401733398437500e+02,6.727386474609375000e+02
5.565040283203125000e+02,6.716478271484375000e+02
5.583079833984375000e+02,6.705703125000000000e+02
5.601466064453125000e+02,6.694974975585937500e+02
5.620164794921875000e+02,6.684237670898437500e+02
5.639152832031250000e+02,6.673455200195312500e+02
5.658412475585937500e+02,6.662609863281250000e+02
5.677937011718750000e+02,6.651687622070312500e+02
5.697611083984375000e+02,6.640740966796875000e+02
5.717301025390625000e+02,6.629833374023437500e+02
5.737006225585937500e+02,6.618953857421875000e+02
5.756735229492187500e+02,6.608088989257812500e+02
5.776654663085937500e+02,6.597134399414062500e+02
5.796824340820312500e+02,6.586044921875000000e+02
5.817162475585937500e+02,6.574694824218750000e+02
5.837562255859375000e+02,6.562937011718750000e+02
5.857937622070312500e+02,6.550648193359375000e+02
5.874188842773437500e+02,6.540377807617187500e+02
5.898449707031250000e+02,6.524205932617187500e+02
5.918607788085937500e+02,6.510109863281250000e+02
5.938643188476562500e+02,6.495390014648437500e+02
5.958494262695312500e+02,6.479996948242187500e+02
5.978118286132812500e+02,6.463895263671875000e+02
5.997462158203125000e+02,6.447049560546875000e+02
6.016488037109375000e+02,6.429450683593750000e+02
6.035161132812500000e+02,6.411112670898437500e+02
6.053301391601562500e+02,6.391907958984375000e+02
6.070736694335937500e+02,6.371728515625000000e+02
